GOterms,Uniprot
GO:0003674,"A0AUS4,A0AUT4,A0AUU3,A1A638,A1DPK7,A1L1H6,A1L2P7,A1L2V6,A1L3J7,A1L3N1,A2BDA0,A2RV57,A2RV69,A2RV70,A2VD00,A2VD65,A2VD92,A2VDA2,A2VDA3,A2VDB5,A2VDE6,A3KMU6,A3KMU8,A3KNF3,A3KNF4,A4FVD3,A4FVF5,A5D8N1,A5D8N7,A5PKP3,A5PKP9,A7YYL5,A8E604,A8WH57,A9ULT8,A9ULV8,A9ULW5,A9ULW7,B1H1N8,B1H1R9,B1WBA5,B1WBA6,B1WBD3,B1WBE0,B7ZPW2,B7ZPZ8,B7ZQ46,B7ZQR5,B7ZQX4,C5H606,F6KDD9,O12975,O42123,O42126,O42263,O42480,O42587,O57468,O57526,O73932,O93235,O93477,O93522,O93614,P02281,P02362,P02377,P04751,P06180,P08429,P08537,P10665,P10995,P13602,P13926,P15107,P16878,P17507,P18709,P18758,P20233,P20342,P23403,P23787,P24033,P24346,P24495,P26696,P29693,P30151,P30664,P30883,P35567,P36874,P39017,P41116,P42120,P43690,P45441,P45593,P45695,P46470,P47812,P47830,P47904,P48597,P49393,P49401,P49739,P50143,P50886,P51469,P51643,P51892,P51893,P52170,P52297,P52301,P53505,P54824,P55861,P55862,P56616,P62321,P62323,P62799,P62840,P70010,P70011,P70040,P79922,P84233,Q01588,Q05116,Q05AW6,Q05AX6,Q05AX8,Q05AY2,Q06459,Q08AX4,Q08B07,Q08B25,Q09004,Q0D260,Q0IH09,Q0IH31,Q0IH35,Q0IH85,Q0IH88,Q0IHG1,Q0IHH7,Q0IHK1,Q0PF19,Q2NL56,Q2NL57,Q2NLB1,Q2VPG9,Q2VPH9,Q2VPL8,Q32NM2,Q32NS6,Q32NT6,Q3B8B3,Q3B8F2,Q3B8J8,Q3B8M1,Q3KPN6,Q3KPP7,Q3KPT7,Q3KPV9,Q3KPY7,Q3KQ54,Q3KQ78,Q3KQ82,Q3KQ87,Q3KQF3,Q3ZM03,Q498E7,Q498G1,Q498G4,Q498I4,Q498I6,Q498K6,Q498L1,Q4FZM5,Q4FZP2,Q4FZP5,Q4FZP7,Q4FZP9,Q4FZQ7,Q4KLA3,Q4KLF0,Q4KLX0,Q4QQP4,Q4QQZ0,Q4QQZ1,Q4QR22,Q4QR32,Q4QR35,Q4QR37,Q4QR44,Q4QR58,Q4U0Y4,Q4V7N8,Q4V7R1,Q4V7T2,Q4V7X4,Q4V7Z2,Q4V813,Q4V835,Q4V871,Q4V874,Q505M5,Q52KE0,Q52KN0,Q52KT0,Q52KV1,Q52KX1,Q52KY1,Q52KZ0,Q52L12,Q52L36,Q52L44,Q561L6,Q569Q7,Q569R1,Q569R9,Q569S2,Q569Z1,Q569Z2,Q56R95,Q58E16,Q58E21,Q58E25,Q5BIX5,Q5BJ37,Q5EAT1,Q5FWK6,Q5FWK8,Q5FWM7,Q5FWY4,Q5HZ86,Q5HZM3,Q5HZN4,Q5M781,Q5M7D3,Q5M7D5,Q5M957,Q5M991,Q5M999,Q5PPT1,Q5PPY6,Q5PQ01,Q5PQ02,Q5PQ24,Q5PQ84,Q5PQA5,Q5RJX5,Q5U4A3,Q5U4I5,Q5U4M7,Q5U4R8,Q5U4V0,Q5U511,Q5U543,Q5U555,Q5U556,Q5U558,Q5U5A4,Q5U5A8,Q5U5C2,Q5U5C7,Q5XGK8,Q5XGL4,Q5XGP0,Q5XGQ2,Q5XGR3,Q5XGT1,Q5XGT9,Q5XGV0,Q5XGW4,Q5XGY2,Q5XH03,Q5XH10,Q5XH14,Q5XH16,Q5XH22,Q5XH25,Q5XHA8,Q5XHE0,Q5XHE2,Q5XHJ2,Q5XHJ8,Q5XHK2,Q5XK83,Q63ZG6,Q63ZG7,Q63ZK6,Q63ZQ1,Q63ZS0,Q640C3,Q640C8,Q640D3,Q640H2,Q640H5,Q640J5,Q641B2,Q641B7,Q641B9,Q641C5,Q641C7,Q641D5,Q641D7,Q641F1,Q641F7,Q641G7,Q641H1,Q641I5,Q641R7,Q642N9,Q642P7,Q642Q1,Q642Q5,Q642Q8,Q642R8,Q66IP1,Q66IS7,Q66IW2,Q66IW5,Q66J07,Q66J16,Q66J30,Q66J32,Q66J39,Q66J46,Q66J51,Q66J53,Q66J56,Q66J67,Q66J73,Q66J94,Q66JA7,Q66JB0,Q66KP0,Q66KP7,Q66KQ6,Q66KS7,Q66KT2,Q66KU0,Q66KU4,Q66KU5,Q66KU9,Q66KV2,Q66KV6,Q66KW1,Q66KW5,Q66KX3,Q66KY6,Q66KY9,Q66L03,Q66L22,Q66L24,Q66L27,Q68A89,Q68EX4,Q68EY5,Q68F13,Q68F32,Q68FI2,Q68FI3,Q68FI9,Q68FJ1,Q68FJ5,Q6AX33,Q6AX35,Q6AX83,Q6AX93,Q6AXB0,Q6AXB3,Q6AZF2,Q6AZG0,Q6AZG6,Q6AZG8,Q6AZJ0,Q6AZJ9,Q6AZL7,Q6AZL9,Q6AZP8,Q6AZR6,Q6AZU4,Q6AZV1,Q6B4U5,Q6DCF9,Q6DCM8,Q6DCR4,Q6DCS8,Q6DCS9,Q6DCT5,Q6DCV5,Q6DCZ9,Q6DD06,Q6DD18,Q6DD48,Q6DD69,Q6DDF2,Q6DDM7,Q6DDN9,Q6DDU8,Q6DE13,Q6DE30,Q6DE32,Q6DE33,Q6DE60,Q6DE62,Q6DE98,Q6DEA1,Q6DEA4,Q6DEB0,Q6DEB6,Q6DEB8,Q6DEC8,Q6DFG8,Q6DFI5,Q6DFJ1,Q6DFK7,Q6DFU3,Q6DJD1,Q6DJF7,Q6DJG5,Q6DJH7,Q6DJH8,Q6DJI0,Q6DJI1,Q6DJI6,Q6DJI8,Q6DJJ7,Q6DJK5,Q6DJK7,Q6DJL4,Q6DJM1,Q6DJM4,Q6DJN5,Q6DJP2,Q6DJQ0,Q6DKB9,Q6DKC0,Q6DKE0,Q6DKE3,Q6DKE4,Q6DKL9,Q6DKM6,Q6GLM9,Q6GLT0,Q6GLT8,Q6GLY0,Q6GLZ0,Q6GLZ1,Q6GLZ5,Q6GM14,Q6GM62,Q6GM69,Q6GM72,Q6GM94,Q6GMA3,Q6GMA6,Q6GMC1,Q6GMC3,Q6GMC7,Q6GMF0,Q6GMY9,Q6GMZ1,Q6GN00,Q6GN02,Q6GN03,Q6GN34,Q6GN63,Q6GN66,Q6GN75,Q6GN76,Q6GN79,Q6GN87,Q6GNC1,Q6GND4,Q6GNF2,Q6GNF4,Q6GNH1,Q6GNI4,Q6GNR4,Q6GNR5,Q6GNX4,Q6GNX6,Q6GNY1,Q6GP07,Q6GP18,Q6GP33,Q6GP41,Q6GP43,Q6GP62,Q6GP73,Q6GP83,Q6GP93,Q6GPM2,Q6GPP8,Q6GPR8,Q6GPS6,Q6GPS9,Q6GPT0,Q6GPT8,Q6GPU5,Q6GPY3,Q6GPZ0,Q6GQ21,Q6GQ40,Q6GQ58,Q6GQ61,Q6GQ64,Q6GQ93,Q6GQ94,Q6GQ98,Q6GQA7,Q6GQB3,Q6GQB6,Q6GQB7,Q6GQC6,Q6GQE7,Q6GQG3,Q6GQK6,Q6GR08,Q6GR11,Q6GR16,Q6GR17,Q6GR29,Q6GR32,Q6GR36,Q6GR44,Q6GR45,Q6GR46,Q6GR58,Q6I803,Q6INB6,Q6IND2,Q6INF7,Q6INJ3,Q6INM6,Q6INN4,Q6INR1,Q6INT1,Q6INZ2,Q6IP12,Q6IP15,Q6IP18,Q6IP26,Q6IP60,Q6IP62,Q6IP69,Q6IP81,Q6IR83,Q6IRB1,Q6IRB3,Q6IRB9,Q6IRM7,Q6IRM8,Q6IRP5,Q6IRP7,Q6IRQ8,Q6IRR7,Q6NRC2,Q6NRP7,Q6NRQ9,Q6NRR2,Q6NRV3,Q6NRW6,Q6NRX1,Q6NRY1,Q6NRY7,Q6NS00,Q6NS18,Q6NTL0,Q6NTN7,Q6NTP3,Q6NTP6,Q6NTQ5,Q6NTQ7,Q6NTR0,Q6NTR4,Q6NTS0,Q6NTS1,Q6NTS4,Q6NTS6,Q6NTT2,Q6NTV6,Q6NTX9,Q6NTZ7,Q6NU02,Q6NU14,Q6NU16,Q6NU46,Q6NU58,Q6NU64,Q6NU69,Q6NU90,Q6NU97,Q6NUA1,Q6NUB6,Q6NUB8,Q6NUD2,Q6NUG0,Q6NUG9,Q6NUH0,Q6P285,Q6P425,Q6P699,Q6P6Z0,Q6P7I2,Q6P7I8,Q6P7J6,Q6PA20,Q6PA24,Q6PA26,Q6PA45,Q6PA58,Q6PA59,Q6PA71,Q6PAA1,Q6PAA5,Q6PAB3,Q6PAB5,Q6PAC9,Q6PAD3,Q6PAD4,Q6PAE3,Q6PAF2,Q6PAW9,Q6PAX7,Q6PAY8,Q6PAZ4,Q6PB03,Q6PB22,Q6PB25,Q6PBB7,Q6PCE5,Q6PCF1,Q6PCF8,Q6PCH4,Q6PCI8,Q6PCK2,Q6PE96,Q6PF20,Q6PF24,Q6PF26,Q6PG55,Q6PH89,Q6PHL5,Q6PHL6,Q6PI76,Q6PI79,Q6Q2J3,Q6Q4H9,Q6TY21,Q6UTE6,Q6VEU9,Q6VRB0,Q76BK2,Q76FS4,Q7SX80,Q7SY64,Q7SY65,Q7SY94,Q7SY96,Q7SY98,Q7SYQ4,Q7SYR1,Q7SYR2,Q7SYS0,Q7SYS2,Q7SYS3,Q7SYT1,Q7SYU0,Q7SYU3,Q7SYU9,Q7SYV7,Q7SYW4,Q7SYX2,Q7SYX3,Q7SZ08,Q7SZ11,Q7SZ14,Q7SZ23,Q7SZ25,Q7SZ26,Q7SZ77,Q7SZ87,Q7SZ88,Q7SZ98,Q7SZA5,Q7SZA9,Q7SZB0,Q7SZB4,Q7SZF6,Q7SZS2,Q7SZS3,Q7SZT3,Q7SZT6,Q7T0N7,Q7T0N8,Q7T0P9,Q7T0Q4,Q7T0R4,Q7T0R9,Q7T0S5,Q7T0W0,Q7T0Y0,Q7T0Y5,Q7ZSY1,Q7ZT10,Q7ZTJ1,Q7ZTJ4,Q7ZTK0,Q7ZTK4,Q7ZTK6,Q7ZTK9,Q7ZTL0,Q7ZTL1,Q7ZTL5,Q7ZTM0,Q7ZTM2,Q7ZTM9,Q7ZTN3,Q7ZTP0,Q7ZTP2,Q7ZTP6,Q7ZTQ8,Q7ZTR0,Q7ZTR3,Q7ZWJ2,Q7ZWL0,Q7ZWM5,Q7ZWM6,Q7ZWN1,Q7ZWN2,Q7ZWN3,Q7ZWN5,Q7ZWP4,Q7ZWQ5,Q7ZWR2,Q7ZWR3,Q7ZWR6,Q7ZWU3,Q7ZWU8,Q7ZWW5,Q7ZWY6,Q7ZWY7,Q7ZWY9,Q7ZWZ0,Q7ZWZ3,Q7ZWZ5,Q7ZWZ7,Q7ZWZ9,Q7ZX07,Q7ZX23,Q7ZX24,Q7ZX28,Q7ZX29,Q7ZX34,Q7ZX40,Q7ZX44,Q7ZX48,Q7ZX51,Q7ZX57,Q7ZX64,Q7ZX69,Q7ZX77,Q7ZX83,Q7ZX88,Q7ZX92,Q7ZX96,Q7ZXB1,Q7ZXC7,Q7ZXC9,Q7ZXD6,Q7ZXE1,Q7ZXE9,Q7ZXF0,Q7ZXF2,Q7ZXF4,Q7ZXF6,Q7ZXF7,Q7ZXG3,Q7ZXH6,Q7ZXK4,Q7ZXK8,Q7ZXN9,Q7ZXP8,Q7ZXQ4,Q7ZXQ6,Q7ZXQ9,Q7ZXS1,Q7ZXU4,Q7ZXV2,Q7ZXV3,Q7ZXW4,Q7ZXW6,Q7ZXX0,Q7ZXX4,Q7ZXY3,Q7ZXY6,Q7ZXZ3,Q7ZXZ9,Q7ZY16,Q7ZY24,Q7ZY25,Q7ZY34,Q7ZY40,Q7ZY48,Q7ZY49,Q7ZY50,Q7ZY53,Q7ZY55,Q7ZY57,Q7ZY81,Q7ZY87,Q7ZY93,Q7ZY98,Q7ZYA3,Q7ZYA5,Q7ZYC8,Q7ZYE5,Q7ZYE8,Q7ZYG7,Q7ZYH7,Q7ZYI0,Q7ZYK8,Q7ZYL1,Q7ZYL6,Q7ZYR1,Q7ZYR7,Q7ZYS1,Q7ZYS4,Q7ZYS8,Q7ZYT2,Q7ZYT8,Q7ZYU0,Q7ZYU2,Q7ZYU4,Q7ZYU9,Q7ZZX6,Q800A4,Q801Q8,Q801R1,Q801R2,Q801S2,Q801S3,Q801S5,Q801T6,Q802B7,Q804Z9,Q805A1,Q8AV13,Q8AVB7,Q8AVC0,Q8AVD2,Q8AVD3,Q8AVD6,Q8AVE1,Q8AVE2,Q8AVE3,Q8AVF6,Q8AVG2,Q8AVH2,Q8AVH9,Q8AVJ0,Q8AVJ2,Q8AVM2,Q8AVM8,Q8AVN8,Q8AVP8,Q8AVP9,Q8AVT0,Q8AVT1,Q8AVT9,Q8AVU1,Q8AVU8,Q8AVW0,Q8AVW5,Q8AVX2,Q8AXB4,Q8AY70,Q8JFY9,Q8JGT5,Q8QHA5,Q8QHI3,Q8QHK8,Q8UVR6,Q8UW77,Q8UW78,Q8UW96,Q8UWG4,Q90WN3,Q90X16,Q90ZL4,Q91431,Q91575,Q91625,Q91634,Q91674,Q91719,Q91728,Q91733,Q92021,Q92122,Q92140,Q98SP8,Q98TS5,Q9DDV6,Q9DE33,Q9DED4,Q9DEE8,Q9DEY9,Q9DFZ8,Q9I8J7,Q9I8T0,Q9I9C2,Q9I9K6,Q9I9M9,Q9IAJ7,Q9IAM5,Q9PSX0,Q9PTG8,Q9PTN1,Q9PTV2,Q9PVY6,Q9PW31,Q9PWG7,Q9W5Z7,Q9W602,Q9W7F2,Q9YHD3"
GO:0003824,"A0AUS4,A0AUU3,A1L2V6,A1L3J7,A1L3N1,A2RV57,A2VD92,A2VDA3,A2VDB5,A2VDE6,A3KMU8,A3KNF3,A4FVD3,A5PKP3,A5PKP9,A8WH57,A9ULV8,A9ULW5,A9ULW7,B1H1N8,B1H1R9,B1WBA5,B1WBD3,B1WBE0,B7ZQ46,B7ZQR5,O12975,O42123,O42263,O42587,O93477,O93522,P08537,P10665,P13602,P13926,P15107,P17507,P23787,P24033,P24346,P24495,P26696,P30664,P30883,P35567,P36874,P42120,P43690,P46470,P47812,P49739,P51469,P51892,P51893,P52301,P54824,P55861,P55862,P56616,P62840,P70010,P70011,P70040,P79922,Q05116,Q05AW6,Q05AX8,Q08B07,Q0D260,Q0IH85,Q0IHH7,Q0PF19,Q2NL57,Q2NLB1,Q2VPG9,Q2VPH9,Q2VPL8,Q32NS6,Q32NT6,Q3B8B3,Q3B8F2,Q3B8J8,Q3B8M1,Q3KPN6,Q3KPP7,Q3KPT7,Q3KPV9,Q3KPY7,Q3KQ54,Q3KQ78,Q3KQ87,Q3KQF3,Q498E7,Q498I4,Q498I6,Q4FZM5,Q4FZP2,Q4FZP5,Q4FZP9,Q4KLX0,Q4QQZ0,Q4QQZ1,Q4QR22,Q4QR35,Q4V7N8,Q4V7T2,Q4V813,Q52KN0,Q52KT0,Q52KV1,Q52KZ0,Q52L44,Q561L6,Q569R1,Q56R95,Q58E16,Q58E21,Q58E25,Q5BIX5,Q5EAT1,Q5FWK8,Q5FWY4,Q5HZN4,Q5M781,Q5M7D5,Q5M957,Q5M991,Q5M999,Q5PPT1,Q5PQ01,Q5PQ02,Q5PQ24,Q5PQ84,Q5PQA5,Q5U4I5,Q5U4M7,Q5U543,Q5U555,Q5U5A4,Q5U5A8,Q5U5C2,Q5XGL4,Q5XGP0,Q5XGQ2,Q5XGR3,Q5XGT9,Q5XGV0,Q5XH10,Q5XH22,Q5XH25,Q5XHA8,Q5XHE0,Q5XHE2,Q5XK83,Q63ZG6,Q63ZG7,Q640C3,Q640D3,Q640H2,Q640H5,Q641B7,Q641C7,Q641D5,Q641D7,Q641F1,Q641F7,Q642N9,Q642Q1,Q642Q5,Q642R8,Q66IP1,Q66IS7,Q66IW2,Q66IW5,Q66J07,Q66J16,Q66J30,Q66J53,Q66J56,Q66J73,Q66J94,Q66JA7,Q66JB0,Q66KP0,Q66KQ6,Q66KS7,Q66KT2,Q66KU0,Q66KY9,Q66L03,Q66L22,Q68A89,Q68EX4,Q68EY5,Q68F13,Q68FI2,Q68FI3,Q68FJ5,Q6AX33,Q6AX35,Q6AX83,Q6AX93,Q6AXB0,Q6AXB3,Q6AZF2,Q6AZG0,Q6AZG6,Q6AZG8,Q6AZJ0,Q6AZP8,Q6AZR6,Q6B4U5,Q6DCM8,Q6DCS9,Q6DCT5,Q6DCV5,Q6DCZ9,Q6DD18,Q6DD48,Q6DD69,Q6DDF2,Q6DDM7,Q6DDN9,Q6DDU8,Q6DE30,Q6DE33,Q6DE98,Q6DEA1,Q6DEA4,Q6DEB0,Q6DEB6,Q6DEB8,Q6DFG8,Q6DFI5,Q6DFJ1,Q6DJG5,Q6DJH7,Q6DJK5,Q6DJM1,Q6DJP2,Q6DKB9,Q6DKE0,Q6GLM9,Q6GLT0,Q6GLT8,Q6GLY0,Q6GM62,Q6GM94,Q6GMA3,Q6GMC3,Q6GMC7,Q6GMF0,Q6GMZ1,Q6GN00,Q6GN02,Q6GN03,Q6GN63,Q6GN75,Q6GN76,Q6GN87,Q6GNX4,Q6GNY1,Q6GP07,Q6GP18,Q6GP33,Q6GP43,Q6GP83,Q6GP93,Q6GPM2,Q6GPR8,Q6GPS6,Q6GPS9,Q6GPT8,Q6GPY3,Q6GQ21,Q6GQ40,Q6GQ61,Q6GQ64,Q6GQ98,Q6GQA7,Q6GQB3,Q6GQB7,Q6GQE7,Q6GQK6,Q6GR17,Q6GR29,Q6GR32,Q6GR44,Q6GR58,Q6INB6,Q6IND2,Q6INF7,Q6INJ3,Q6INM6,Q6INN4,Q6INT1,Q6INZ2,Q6IP12,Q6IP15,Q6IP26,Q6IP62,Q6IP81,Q6IR83,Q6IRB3,Q6IRQ8,Q6IRR7,Q6NRC2,Q6NRP7,Q6NRQ9,Q6NRR2,Q6NRV3,Q6NRY7,Q6NTL0,Q6NTP3,Q6NTQ7,Q6NTR0,Q6NTS0,Q6NTS6,Q6NTZ7,Q6NU02,Q6NU46,Q6NU64,Q6NU69,Q6NU90,Q6NUA1,Q6NUB6,Q6NUB8,Q6NUD2,Q6P285,Q6P7J6,Q6PA20,Q6PA45,Q6PA58,Q6PA71,Q6PAB3,Q6PAB5,Q6PAD3,Q6PAD4,Q6PAF2,Q6PAW9,Q6PAY8,Q6PAZ4,Q6PB03,Q6PB25,Q6PBB7,Q6PCE5,Q6PCH4,Q6PCI8,Q6PE96,Q6PF24,Q6PF26,Q6UTE6,Q6VEU9,Q6VRB0,Q76BK2,Q7SX80,Q7SY64,Q7SY94,Q7SY98,Q7SYQ4,Q7SYR1,Q7SYR2,Q7SYS0,Q7SYS3,Q7SYT1,Q7SYU9,Q7SYV7,Q7SYW4,Q7SZ08,Q7SZ14,Q7SZ23,Q7SZ25,Q7SZ26,Q7SZ88,Q7SZA9,Q7SZS2,Q7SZS3,Q7SZT3,Q7T0N7,Q7T0N8,Q7T0P9,Q7T0R4,Q7T0S5,Q7T0W0,Q7T0Y0,Q7T0Y5,Q7ZTK9,Q7ZTL0,Q7ZTL1,Q7ZTM2,Q7ZTN3,Q7ZTP0,Q7ZTQ8,Q7ZTR3,Q7ZWJ2,Q7ZWM6,Q7ZWN1,Q7ZWN2,Q7ZWN5,Q7ZWP4,Q7ZWQ5,Q7ZWR2,Q7ZWR3,Q7ZWR6,Q7ZWU3,Q7ZWW5,Q7ZWY9,Q7ZWZ3,Q7ZWZ5,Q7ZWZ9,Q7ZX23,Q7ZX29,Q7ZX40,Q7ZX44,Q7ZX48,Q7ZX51,Q7ZX69,Q7ZX88,Q7ZX92,Q7ZXB1,Q7ZXC9,Q7ZXE1,Q7ZXF0,Q7ZXF4,Q7ZXF6,Q7ZXF7,Q7ZXP8,Q7ZXQ4,Q7ZXQ6,Q7ZXV2,Q7ZXW4,Q7ZXW6,Q7ZXX4,Q7ZXY6,Q7ZXZ9,Q7ZY16,Q7ZY25,Q7ZY49,Q7ZY50,Q7ZY57,Q7ZY87,Q7ZY93,Q7ZY98,Q7ZYA3,Q7ZYC8,Q7ZYE5,Q7ZYE8,Q7ZYH7,Q7ZYK8,Q7ZYL1,Q7ZYL6,Q7ZYR7,Q7ZYT2,Q7ZYU9,Q7ZZX6,Q800A4,Q801R1,Q801R2,Q801S2,Q801S5,Q801T6,Q802B7,Q804Z9,Q8AV13,Q8AVC0,Q8AVD2,Q8AVD3,Q8AVG2,Q8AVH2,Q8AVH9,Q8AVM8,Q8AVP8,Q8AVT0,Q8AVT1,Q8AVU1,Q8AVU8,Q8AXB4,Q8AY70,Q8JFY9,Q8JGT5,Q8QHA5,Q8QHI3,Q8QHK8,Q8UW96,Q8UWG4,Q90WN3,Q91575,Q91674,Q92122,Q92140,Q98TS5,Q9DDV6,Q9DEE8,Q9DEY9,Q9DFZ8,Q9I8J7,Q9I8T0,Q9I9C2,Q9I9K6,Q9PSX0,Q9PTN1,Q9PTV2,Q9PVY6,Q9PW31,Q9W5Z7"
GO:0004742,A0AUS4
